id,report_id,类型,开始时间,结束时间,发生地点,车道方向,占用车道情况,所在高速公路,伤亡情况,管控措施,上下行,junction_id,edge_id,inc_lanes,int_lanes,管控开始时间,管控结束时间,管控收费站,管控范围,详细信息,匹配地点
83,14702,交通管制,2025-08-15 21:24:20,2025-08-15 21:53:39,1669.23,绵阳至广元方向,,G5京昆高速（绵广段）,,因大雨天气，现绵阳北站至科学城站入口广元方向封闭。,上行,-41368,-7944,-5894_0,:-41368_0_0,2025-08-15 21:16:00,2025-08-15 21:50:00,"244,243",绵阳北站 到 科学城站,【交通管制首报】2025/8/15 21:24:20，接江明芝报：因大雾雷雨天气，京昆高速绵广段绵阳北站至科学城站路段交通管制科学城站，绵阳北站入口广元方向关闭，预计小时后解除。,
84,14709,交通事故,2025-08-15 22:51:45,2025-08-16 00:56:40,1707.0,成都至绵阳方向,第一车道,G5京昆高速（成绵段）,暂无人员伤亡,管制入口所有车辆,上行,-44436,-630,,,2025-08-15 22:53:00,,"211,212",,"【交通事故首报】2025/8/15 22:51:45,接李芳报：京昆高速成绵段成都至绵阳方向K1707+000发生一起两车追尾事故，占用第一车道，目前无人员伤亡，已通知高速交警,路维到场处置管制入口所有车辆,该事件为未达4级事件。",
85,14718,交通管制,2025-08-16 00:26:09,2025-08-16 01:52:55,1572.87,双向方向,,G5京昆高速（绵广段）,,金子山站入口封闭。,双向,-29937|-39126,-1674,-8440_0 -8440_1,:-29937_0_0 :-29937_0_1,2025-08-16 00:30:00,,258,金子山站 到 金子山站,【交通管制首报】2025/8/16 0:26:09，接江明芝报：因大雾雷雨天气，京昆高速绵广段金子山站至金子山站路段交通管制金子山站入口关闭，预计小时后解除。,
86,14731,交通阻塞,2025-08-16 10:20:56,2025-08-16 10:40:25,1685.0,广元至绵阳方向,,G5京昆高速（绵广段）,,,下行,-43062,-13472,-6534_0 -6534_1,:-43062_0_0 :-43062_0_1,,,,,"【交通阻塞首报】2025/8/16 10:20:56,接杨婷报：京昆高速绵广段广元至绵阳方向K1685+000处发生一起高速交警通知非事故非施工抢险原因交通管制，目前绵阳南站入口成都方向封闭，已通知高速交警察看原因并进行疏导。",
87,14733,交通事故,2025-08-16 10:46:30,2025-08-16 11:44:35,1924.1,成都至雅安方向,应急车道,G5京昆高速（成雅段）,受伤1人,,上行,-43758,-1318,-6784_0,:-43758_0_0 :-43758_1_0,,,,,"【交通事故首报】2025/8/16 10:46:30,接叶启慧报：京昆高速成雅段成都至雅安方向K1924+100发生一起三辆小车追尾事故，占用应急车道，目前造成0死亡1受伤，已通知高速交警,执法,路维,急救到场处置,该事件为未达4级事件。2025年8月16日10时36分，G5京昆高速成雅段，路管报：成雅向K1924处三辆小车追尾事故，车辆已移至应急车道，经高交确认1人受伤（已前往医院检查），事故正在处理中。",
88,14738,交通事故,2025-08-16 13:20:18,2025-08-16 14:22:22,1733.4,成都至绵阳方向,第一车道,G5京昆高速（成绵段）,暂无人员伤亡,德阳南站成都至绵阳方向关闭,上行,-38996,-9758,-5052_0,:-38996_0_0,2025-08-16 13:22:00,,209,,"【交通事故首报】2025/8/16 13:20:18,接杨国韬报：京昆高速成绵段成都至绵阳方向K1733+400发生一起面包车侧翻事故，占用第一车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置德阳南站成都至绵阳方向关闭,该事件为未达4级事件。",
89,14996,交通管制,2025-08-20 23:26:36,2025-08-21 00:09:17,1685.63,双向方向,,G5京昆高速（绵广段）,,因大雨天气，绵阳南站入口广元方向封闭；绵阳站、绵阳北站入口封闭；科学城站、江油站入口成都方向封闭。,双向,-29722|-34923,-16326,-1848_0 -5554_0 -5554_1,:-29722_0_0 :-29722_1_0 :-29722_1_1,2025-08-20 23:26:00,2025-08-21 00:09:00,"225,236,243,244",绵阳南站 到 江油站,【交通管制首报】2025/8/20 23:26:36，接张欢报：因大雾雷雨天气，京昆高速绵广段绵阳南站至江油站路段交通管制科学城站，绵阳北站，绵阳站，绵阳南站入口关闭，预计小时后解除。,
90,15031,交通事故,2025-08-21 11:24:45,2025-08-21 13:11:54,2390.69,攀枝花至西昌方向,匝道,G5京昆高速（西攀段）,暂无人员伤亡,,下行,3329908411,-4000000079,-4000000181_0 -4000000181_1,:3329908411_0_0 :3329908411_0_1,,,,,"【交通事故首报】2025/8/21 11:24:45,接刘波报：京昆高速西攀段攀枝花至西昌方向K2390+690发生一起单车事故事故，占用匝道，目前无人员伤亡，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。",
91,15039,交通阻塞,2025-08-21 15:12:12,2025-08-21 15:33:56,1685.0,广元至绵阳方向,,G5京昆高速（绵广段）,,,下行,-43062,-13472,-6534_0 -6534_1,:-43062_0_0 :-43062_0_1,,,,,"【交通阻塞首报】2025/8/21 15:12:12,接罗海燕报：京昆高速绵广段广元至绵阳方向K1685+000处发生一起主线交通阻塞，目前因主线车流量大，绵阳南站入口成都方向封闭，已通知高速交警,执法,路维察看原因并进行疏导。",
92,15496,车辆故障,2025-08-25 10:32:30,2025-08-25 11:40:33,1764.0,纳溪至贵州方向,,G76厦蓉高速（纳黔段）,,,上行,-67933,-3000000076,-16618_0 -16618_1,,,,,,"【车辆故障首报】2025/8/25 10:32:30,接王英报：厦蓉高速纳黔段纳溪至贵州方向K1764+000发生一起车辆故障事件。经现场勘察，该车辆为运营客车,所属泸州龙马潭区石洞运输有限公司,运营路线:泸州至中山,核载人数:52,实载人数:20,该事件为未达4级事件",
93,15498,车辆故障,2025-08-25 10:58:57,2025-08-25 12:05:22,1817.0,纳溪至贵州方向,,G76厦蓉高速（纳黔段）,,,上行,-40007,-8982,-5404_0,:-40007_0_0,,,,,"【车辆故障首报】2025/8/25 10:58:57,接王英报：厦蓉高速纳黔段纳溪至贵州方向K1817+000发生一起车辆故障事件。经现场勘察，该车辆为危化品车,所属延安瑞发有限公司,装载货物:柴油,该事件为未达4级事件",
94,15503,交通事故,2025-08-25 13:19:54,2025-08-25 13:50:23,1777.741,纳溪至贵州方向,"第一车道,第二车道",G76厦蓉高速（纳黔段）,受伤2人,,上行,3426565789,-12928,-3000000069_0 -3000000069_1,:3426565789_0_0 :3426565789_0_1,,,,,"【交通事故首报】2025/8/25 13:19:54,接李英报：厦蓉高速纳黔段纳溪至贵州方向K1777+741发生一起2辆小车追尾事故，占用第一车道,第二车道，目前造成0死亡2受伤（车主告知2人受伤），已通知高速交警,执法,路维,急救到场处置,该事件为未达4级事件。",
95,15525,车辆故障,2025-08-26 08:53:59,2025-08-26 09:20:22,1631.0,广元至绵阳方向,,G5京昆高速（绵广段）,,,下行,-66471,-15950,-15950_0 -15950_1,:-66471_0_0 :-66471_0_1,,,,,"【车辆故障首报】2025/8/26 8:53:59,接姚娟报：京昆高速绵广段广元至绵阳方向K1631+000发生一起车辆故障事件。经现场勘察，该车辆为危化品车,所属山东省东阿县明星物流公司,装载货物:正丁醛,该事件为未达4级事件",
96,15536,车辆故障,2025-08-26 17:57:59,2025-08-26 18:23:46,1557.0,广元至绵阳方向,,G5京昆高速（绵广段）,,,下行,-42012,-2046,-16396_0 -16396_1,:-42012_0_0 :-42012_0_1,,,,,"【车辆故障首报】2025/8/26 17:57:59,接汪燕莎报：京昆高速绵广段广元至绵阳方向K1557+000发生一起车辆故障事件。经现场勘察，该车辆为运营客车,所属无,运营路线:无,核载人数:55,实载人数:55,该事件为未达4级事件",
97,15541,交通事故,2025-08-26 20:29:12,2025-08-26 22:14:00,134.0,内环方向方向,应急车道,SA2成都第二绕城高速（西段）,暂无人员伤亡,,上行,-39511,-8360,-8144_0 -8144_1 -8144_2,:-39511_0_0 :-39511_0_1 :-39511_0_2,,,,,"【交通事故首报】2025/8/26 20:29:12,接严巧燕报：成都二绕高速(西)内环方向方向K134+000发生一起货车单车自燃事故，占用应急车道，目前无人员伤亡，已通知高速交警,执法,路维,消防到场处置,该事件为未达4级事件。",
98,15556,交通事故,2025-08-27 13:49:51,2025-08-27 14:37:40,1777.3,绵阳至成都方向,第二车道,G5京昆高速（成绵段）,暂无人员伤亡,新都、新都北站入口绵阳至成都方向禁止通行,下行,-36514,-3000000327,-15336_0 -15336_1 -15336_2,:-36514_0_0 :-36514_0_1 :-36514_0_2,2025-08-27 13:50:00,,"601,202",,"【交通事故首报】2025/8/27 13:49:51,接黄欢报：京昆高速成绵段绵阳至成都方向K1777+300发生一起两货车追尾事故，占用第二车道，目前无人员伤亡，已通知高速交警,路维到场处置新都、新都北站入口绵阳至成都方向禁止通行,该事件为未达4级事件。",
99,15585,车辆故障,2025-08-27 20:42:47,2025-08-27 22:18:31,1753.0,纳溪至贵州方向,,G76厦蓉高速（纳黔段）,,,上行,-38983,-14622,-14572_0 -14572_1 -14572_2 -14572_3,:-38983_0_0 :-38983_0_1 :-38983_0_2 :-38983_0_3,,,,,"【车辆故障首报】2025/8/27 20:42:47,接金健报：厦蓉高速纳黔段纳溪至贵州方向K1753+000发生一起车辆故障事件。经现场勘察，该车辆为危化品车,所属泸州市叁陆运业,装载货物:液氨,该事件为未达4级事件",
100,15618,交通事故,2025-08-28 03:34:42,2025-08-28 05:58:49,1708.0,成都至绵阳方向,"第一车道,应急车道",G5京昆高速（成绵段）,暂无人员伤亡,,上行,-43418,-630,-14376_0,:-43418_0_0,,,,,"【交通事故首报】2025/8/28 3:34:42,接李芳报：京昆高速成绵段成都至绵阳方向K1708+000发生一起单车侧翻事故，占用第一车道,应急车道，目前无人员伤亡，已通知路维到场处置,该事件为未达4级事件。",
101,15698,交通管制,2025-08-28 22:50:27,2025-08-28 23:15:03,1664.84,双向方向,,G5京昆高速（绵广段）,,因大雨天气，现科学城站入口广元方向，江油站、贯山站入口，江油北站入口成都方向封闭。,双向,-32257|-45176,-12610,-2610_0,:-32257_0_0,2025-08-28 22:51:00,,"249,247,246,244",科学城站 到 江油北站,"【交通管制首报】2025/8/28 22:50:27，接杨娇报：因大雾雷雨天气，京昆高速绵广段科学城站至江油北站路段交通管制江油北站，贯山站，江油站，科学城站入口关闭,预计2小时后解除。",
102,15723,交通事故,2025-08-29 04:47:41,2025-08-29 06:01:09,1737.9,绵阳至成都方向,"应急车道,第一车道",G5京昆高速（成绵段）,暂无人员伤亡,,下行,-38732,-8698,-4950_0 -8698_0 -8698_1 -8698_2 -8698_3,:-38732_0_0 :-38732_0_1 :-38732_2_0 :-38732_2_1 :-38732_2_2 :-38732_2_3,2025-08-29 04:48:00,2025-08-29 06:01:00,"210,211,212,213,214,209",,"【交通事故首报】2025/8/29 4:47:41,接李芳报：京昆高速成绵段绵阳至成都方向K1737+900发生一起两货车追尾事故，占用应急车道,第一车道，目前无人员伤亡，已通知高速交警,路维,急救到场处置,该事件为未达4级事件。",
103,15732,交通事故,2025-08-29 12:58:12,2025-08-29 13:52:52,1706.4,成都至绵阳方向,第一车道,G5京昆高速（成绵段）,暂无人员伤亡,德阳至白马关站入口成都至绵阳方向,上行,-44436,-630,,,2025-08-29 12:59:00,,"211,210,212",,"【交通事故首报】2025/8/29 12:58:12,接黄欢报：京昆高速成绵段成都至绵阳方向K1706+400发生一起三车追尾事故，占用第一车道，目前无人员伤亡，已通知高速交警,路维到场处置德阳至白马关站入口成都至绵阳方向,该事件为未达4级事件。",
104,15737,交通阻塞,2025-08-29 16:43:13,2025-08-29 17:02:56,1685.0,广元至绵阳方向,,G5京昆高速（绵广段）,,,下行,-43062,-13472,-6534_0 -6534_1,:-43062_0_0 :-43062_0_1,,,,,"【交通阻塞首报】2025/8/29 16:43:13,接杨婷报：京昆高速绵广段广元至绵阳方向K1685+000处发生一起高速交警通知非事故非施工抢险原因交通管制，目前绵阳南站入口成都方向封闭，已通知高速交警察看原因并进行疏导。",
105,15741,交通阻塞,2025-08-29 19:01:38,2025-08-29 19:35:23,1685.0,广元至绵阳方向,,G5京昆高速（绵广段）,,,下行,-43062,-13472,-6534_0 -6534_1,:-43062_0_0 :-43062_0_1,,,,,"【交通阻塞首报】2025/8/29 19:01:38,接杨婷报：京昆高速绵广段广元至绵阳方向K1685+000处发生一起高速交警通知非事故非施工抢险原因交通管制，目前绵阳南站、绵阳站入口成都方向封闭，已通知高速交警察看原因并进行疏导。",
106,15743,交通事故,2025-08-29 23:50:45,2025-08-30 01:20:58,1824.0,贵州至纳溪方向,第二车道,G76厦蓉高速（纳黔段）,暂无人员伤亡,,双向,-36424|-61378,-1024|-2000000090,-12408_0 -4108_0,:-36424_0_0 :-36424_1_0,,,,,"【交通事故首报】2025/8/29 23:50:45,接陈茜报：厦蓉高速纳黔段贵州至纳溪方向，江门隧道内，K1824+000发生一起2辆货车发生追尾事故事故，占用第二车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。",
107,15754,车辆故障,2025-08-30 10:19:12,2025-08-30 13:55:13,1587.0,绵阳至广元方向,,G5京昆高速（绵广段）,,,上行,-50465,,-11970_0 -11970_1,:-50465_0_0 :-50465_0_1,,,,,"【车辆故障首报】2025/8/30 10:19:12,接何勇报：京昆高速绵广段绵阳至广元方向K1587+000发生一起车辆故障事件。经现场勘察，该车辆为运营客车,所属无,运营路线:无,核载人数:55,实载人数:55,该事件为未达4级事件",
108,15770,车辆故障,2025-08-30 23:41:42,2025-08-31 02:09:53,1791.0,纳溪至贵州方向,,G76厦蓉高速（纳黔段）,,,上行,1931068307,-14414,-3000000064_0 -3000000064_1,:1931068307_0_0 :1931068307_0_1,,,,,"【车辆故障首报】2025/8/30 23:41:42,接李英报：厦蓉高速纳黔段纳溪至贵州方向K1791+000发生一起车辆故障事件。经现场勘察，该车辆为危化品车,所属鑫磊运输有限公司,装载货物:柴油,该事件为未达4级事件",
109,15784,车辆故障,2025-09-01 08:56:16,2025-09-01 10:32:23,148.0,内环方向方向,,SA2成都第二绕城高速（西段）,,,上行,-42381,-3664,-17444_0 -17444_1 -17444_2,:-42381_0_0 :-42381_1_0 :-42381_1_1 :-42381_1_2,,,,,"【车辆故障首报】2025/9/1 8:56:16,接陈程报：成都二绕高速(西)内环方向方向K148+000发生一起车辆故障事件。经现场勘察，该车辆为危化品车,所属无,装载货物:甲烷,该事件为未达4级事件",
110,15787,交通事故,2025-09-01 13:27:58,2025-09-01 14:10:31,1685.0,广元至绵阳方向,第一车道,G5京昆高速（绵广段）,暂无人员伤亡,,下行,-43062,-13472,-6534_0 -6534_1,:-43062_0_0 :-43062_0_1,,,,,"【交通事故首报】2025/9/1 13:27:58,接任良秀报：京昆高速绵广段广元至绵阳方向K1685+000发生一起三车追尾事故，占用第一车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。",
111,15788,交通事故,2025-09-01 16:17:04,2025-09-01 16:31:19,1624.0,广元至绵阳方向,第一车道,G5京昆高速（绵广段）,暂无人员伤亡,,下行,-53412,-15950,-14240_0 -14240_1,:-53412_0_0 :-53412_0_1,,,,,"【交通事故首报】2025/9/1 16:17:04,接任良秀报：京昆高速绵广段广元至绵阳方向K1624+000发生一起一辆小车与货车追尾事故，占用第一车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。",
112,15792,交通事故,2025-09-01 19:23:33,2025-09-02 10:54:56,1882.078,雅安至成都方向,应急车道,G5京昆高速（成雅段）,死亡1人,,下行,3544530252,-2000000125,-2000000138_0 -2000000138_1,:3544530252_0_0 :3544530252_0_1,,,,,"【交通事故首报】2025/9/1 19:23:33,接张萌报：京昆高速成雅段雅安至成都方向K1882+078发生一起高速公路下方管涵（过水管涵直径大约1米）内有一名男性死亡事故，占用应急车道，目前造成1死亡0受伤，已通知地方公安到场处置,该事件为未达4级事件。（2025年9月1日20时24分，G5京昆高速成雅段，路管报：雅成向1882+078边网破损，经了解与蒲江公安核实：雅成向1882+078处高速公路下方管涵（过水管涵直径大约1米）内有一名男性死亡，相关情况不明。蒲江刑警到场破开边网处理完毕，要求公司恢复边网。）",
113,15793,交通事故,2025-09-01 23:00:33,2025-09-02 00:56:39,1582.0,广元至绵阳方向,应急车道,G5京昆高速（绵广段）,暂无人员伤亡,,下行,-56969,-16616,-11994_0 -11994_1,:-56969_0_0 :-56969_0_1,,,,,"【交通事故首报】2025/9/1 23:00:33,接姜春蓉报：京昆高速绵广段广元至绵阳方向K1582+000发生一起一辆货车轮胎自燃事故，占用应急车道，目前无人员伤亡，已通知高速交警,执法,路维,消防到场处置,该事件为未达4级事件。",
114,15853,交通事故,2025-09-03 17:12:56,2025-09-03 20:01:55,1760.7,成都至绵阳方向,"第一车道,应急车道",G5京昆高速（成绵段）,暂无人员伤亡,入口管制,上行,3976561392,-9222,-3000000332_0 -3000000002_0 -3000000002_1,:3976561392_0_0 :3976561392_1_0 :3976561392_1_1,2025-09-03 17:14:00,2025-09-03 20:02:00,"601,202,206",,"【交通事故首报】2025/9/3 17:12:56,接李芳报：京昆高速成绵段成都至绵阳方向K1760+700发生一起货车侧翻事故，占用第一车道,应急车道，目前无人员伤亡，已通知高速交警,路维到场处置入口管制,该事件为未达4级事件。",
115,15939,交通管制,2025-09-05 10:27:10,2025-09-05 11:04:38,1669.23,双向方向,,G5京昆高速（绵广段）,,绵阳北站入口广元方向封闭、科学城站入口封闭、江油站入口成都方向封闭。,双向,-41368|-31681,-7944,-5894_0,:-41368_0_0,2025-09-05 10:27:00,,"243,244,246",绵阳北站 到 江油站,"【交通管制首报】2025/9/5 10:27:10，接姚娟报：因大雾雷雨天气，京昆高速绵广段绵阳北站至江油站路段交通管制江油站入口成都方向，科学城站入口，绵阳北站入口广元 方向关闭，,预计小时后解除。",
116,15945,交通管制,2025-09-05 10:56:50,2025-09-05 17:12:13,1770.4,双向方向,,G5京昆高速（成绵段）,,关闭新都至广汉站入口,双向,3426565849|5949103158,-12656,-3000000128_0 -3000000128_1,:3426565849_0_0 :3426565849_0_1,2025-09-05 10:57:00,,"202,206,208,601",新都站 到 广汉站,"【交通管制首报】2025/9/5 10:56:50，接杨国韬报：因大雾雷雨天气，京昆高速成绵段新都站至广汉站路段交通管制新都北站，广汉站，青白江，新都站入口关闭，,预计2小时后解除。",
117,15946,车辆故障,2025-09-05 11:11:33,2025-09-05 12:43:05,1565.0,广元至绵阳方向,,G5京昆高速（绵广段）,,,下行,-62495,,-16412_0 -16412_1,:-62495_0_0 :-62495_1_0 :-62495_1_1,,,,,"【车辆故障首报】2025/9/5 11:11:33,接姚娟报：京昆高速绵广段广元至绵阳方向K1565+000发生一起车辆故障事件。经现场勘察，该车辆为运营客车,所属乐山市牧马运业公司,运营路线:旅游大巴,核载人数:54,实载人数:2,该事件为未达4级事件",
118,15966,车辆故障,2025-09-05 13:16:30,2025-09-05 14:47:11,1556.0,广元至绵阳方向,,G5京昆高速（绵广段）,,,下行,-39779,-2046,-11534_0 -11534_1,:-39779_0_0 :-39779_0_1,,,,,"【车辆故障首报】2025/9/5 13:16:30,接姚娟报：京昆高速绵广段广元至绵阳方向K1556+000发生一起车辆故障事件。经视频查看，该车辆为危化品车,所属无,装载货物:无,该事件为未达4级事件",
119,16061,交通事故,2025-09-06 00:43:29,2025-09-06 02:31:23,1820.0,雅安至成都方向,"第三车道,应急车道",G5京昆高速（成雅段）,暂无人员伤亡,,下行,-32262,-2000000009,,,,,,,"【交通事故首报】2025/9/6 0:43:29,接张萌报：京昆高速成雅段雅安至成都方向K1819+000发生一起多车事故事故，占用第三车道,应急车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。（2025年9月6日00时30分，G5京昆高速成雅段，接12122报：雅成向K1820附近发生多车交通事故，两辆小车占用雅成向应急车道，一辆普通货车（玻璃）跨越中央护栏冲到成雅向，目前占用成雅向第三车道、应急车道，现场有货物洒落。已通知高交、执法、路管前往处置。）",
120,16093,交通事故,2025-09-06 11:25:51,2025-09-06 12:29:10,1753.5,绵阳至成都方向,第一车道,G5京昆高速（成绵段）,暂无人员伤亡,德阳南、广汉北站入口（绵阳至成都方向）,下行,-46848,-15362,-15362_0 -15362_1 -15362_2 -15362_3,:-46848_0_0 :-46848_0_1 :-46848_0_2 :-46848_0_3,2025-09-06 11:26:00,,"209,215",,"【交通事故首报】2025/9/6 11:25:51,接黄欢报：京昆高速成绵段绵阳至成都方向K1753+500发生一起五车追尾事故，占用第一车道，目前无人员伤亡，已通知高速交警,路维到场处置德阳南、广汉北站入口（绵阳至成都方向）,该事件为未达4级事件。",
121,16096,交通事故,2025-09-06 15:25:29,2025-09-06 16:55:47,1595.32,广元至绵阳方向,第一车道,G5京昆高速（绵广段）,暂无人员伤亡,,下行,-38283,,-13320#1_0 -13320#1_1 -4788#3_0 -4788#3_1,:-38283_0_0 :-38283_0_1 :-38283_2_0 :-38283_2_1,,,,,"【交通事故首报】2025/9/6 15:25:29,接罗雯报：京昆高速绵广段广元至绵阳方向K1595+320发生一起单车事故事故，占用第一车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。",
122,16103,交通事故,2025-09-06 18:52:50,2025-09-06 19:14:09,1645.0,广元至绵阳方向,第一车道,G5京昆高速（绵广段）,暂无人员伤亡,,下行,-55372,-1690,-11224_0 -11224_1,:-55372_0_0 :-55372_0_1 :-55372_2_0 :-55372_2_1,,,,,"【交通事故首报】2025/9/6 18:52:50,接任良秀报：京昆高速绵广段广元至绵阳方向K1645+000发生一起单车事故事故，占用第一车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。",
123,16104,交通阻塞,2025-09-06 19:25:34,2025-09-06 19:32:51,1685.0,广元至绵阳方向,,G5京昆高速（绵广段）,,,下行,-43062,-13472,-6534_0 -6534_1,:-43062_0_0 :-43062_0_1,,,,,"【交通阻塞首报】2025/9/6 19:25:34,接任良秀报：京昆高速绵广段广元至绵阳方向K1685+000处发生一起高速交警通知非事故非施工抢险原因交通管制，因主线车流量大，现绵阳南站入口成都方向封闭，已通知高速交警,执法,路维察看原因并进行疏导。",
124,16126,交通事故,2025-09-08 06:28:25,2025-09-08 13:54:32,1575.0,广元至绵阳方向,"第一车道,第二车道,应急车道",G5京昆高速（绵广段）,暂无人员伤亡上行方向交通阻断，下行方向交通阻断,,下行,-45627,-3898,-7526_0 -7526_1,:-45627_0_0 :-45627_0_1,2025-09-08 06:50:00,,"258,256,255,250,249,247,246,244,243,236,225",,"【交通事故首报】2025/9/8 6:28:25,接罗海燕报：京昆高速绵广段广元至绵阳方向K1575+000发生一起两货车追尾事故，占用第一车道,第二车道,应急车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。",
125,16131,交通事故,2025-09-08 07:36:57,2025-09-08 08:20:52,1782.0,纳溪至贵州方向,第一车道,G76厦蓉高速（纳黔段）,暂无人员伤亡,入口往贵州方向关闭。,上行,3538967798,-3000000121,-3000000063_0 -3000000063_1,:3538967798_0_0 :3538967798_0_1,2025-09-08 07:32:00,2025-09-08 08:20:00,553,,"【交通事故首报】2025/9/8 7:36:57,接刘璐报：厦蓉高速纳黔段纳溪至贵州方向K1782+000发生一起小车单车事故事故，占用第一车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置入口往贵州方向关闭。,该事件为未达4级事件。",
126,16145,车辆故障,2025-09-08 10:48:17,2025-09-08 11:37:16,1779.0,纳溪至贵州方向,,G76厦蓉高速（纳黔段）,,,上行,3426565789,-3000000400,-3000000069_0 -3000000069_1,:3426565789_0_0 :3426565789_0_1,,,,,"【车辆故障首报】2025/9/8 10:48:17,接郭婷婷报：厦蓉高速纳黔段纳溪至贵州方向K1779+000发生一起车辆故障事件。经现场勘察，该车辆为运营客车,所属泸州永林公司,运营路线:叙永至摩尼,核载人数:19,实载人数:4,该事件为未达4级事件",
127,16151,交通事故,2025-09-08 16:43:48,2025-09-08 18:21:07,1562.0,广元至绵阳方向,"应急车道,第二车道",G5京昆高速（绵广段）,暂无人员伤亡,,下行,-62495,,-16412_0 -16412_1,:-62495_0_0 :-62495_1_0 :-62495_1_1,,,,,"【交通事故首报】2025/9/8 16:43:48,接何勇报：京昆高速绵广段广元至绵阳方向K1562+000发生一起两辆货车追尾事故，占用应急车道,第二车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。",
128,16152,交通事故,2025-09-08 16:53:43,2025-09-08 19:30:44,1639.0,广元至绵阳方向,"第一车道,第二车道",G5京昆高速（绵广段）,暂无人员伤亡,,下行,J177,-16112,E58_0 E58_1,:J177_0_0 :J177_0_1,2025-09-08 17:22:00,,",249,250,255",,"【交通事故首报】2025/9/8 16:53:43,接何勇报：京昆高速绵广段广元至绵阳方向K1639+000发生一起多车追尾事故，占用第一车道,第二车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。",
129,16161,交通事故,2025-09-09 06:46:06,2025-09-09 13:13:53,1777.4,绵阳至成都方向,"第一车道,第二车道",G5京昆高速（成绵段）,暂无人员伤亡,,下行,4598078126,-3000000327,-3000000084_0 -3000000084_1,:4598078126_0_0 :4598078126_0_1,2025-09-09 07:03:00,,",601,202,208,206",,"【交通事故首报】2025/9/9 6:46:06,接李芳报：京昆高速成绵段绵阳至成都方向K1777+400发生一起三车追尾事故，占用第一车道,第二车道，目前无人员伤亡，已通知路维到场处置,该事件为未达4级事件。",
130,16171,交通事故,2025-09-09 20:58:59,2025-09-09 21:43:09,2215.1,泸沽至黄联关方向,"应急车道,第一车道",G5京昆高速（泸黄段）,暂无人员伤亡,,上行,-31158,-8254,-15918_0,:-31158_0_0,,,,,"【交通事故首报】2025/9/9 20:58:59,接刘波报：京昆高速泸黄段泸沽至黄联关方向K2215+100发生一起单车撞护栏事故，占用应急车道,第一车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。",
131,16185,交通事故,2025-09-10 09:11:36,2025-09-10 09:59:00,149.0,内环方向方向,第一车道,SA2成都第二绕城高速（西段）,暂无人员伤亡,,上行,-51822,-3664,-9838_0 -9838_1 -9838_2,:-51822_0_0 :-51822_0_1 :-51822_0_2,,,,,"【交通事故首报】2025/9/10 9:11:36,接严巧燕报：成都二绕高速(西)内环方向方向K149+000发生一起小车单车事故事故，占用第一车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。",
132,16187,交通事故,2025-09-10 10:57:29,2025-09-10 11:21:01,1584.0,绵阳至广元方向,第二车道,G5京昆高速（绵广段）,暂无人员伤亡,因处置绵广向K1584（官垭子隧道内）两车擦挂事故，现江油北站至二郎庙站入口广元方向封闭。,上行,-50465,,-11970_0 -11970_1,:-50465_0_0 :-50465_0_1,2025-09-10 11:00:00,,"249,250,255,256",,"【交通事故首报】2025/9/10 10:57:29,接汪燕莎报：京昆高速绵广段绵阳至广元方向K1584+000发生一起两车擦挂事故，占用第二车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置。因处置绵广向K1584（官垭子隧道内）两车擦挂事故，现江油北站至二郎庙站入口广元方向封闭。,该事件为未达4级事件。",
133,16190,交通事故,2025-09-10 15:23:07,2025-09-10 16:05:34,1613.0,广元至绵阳方向,第一车道,G5京昆高速（绵广段）,暂无人员伤亡,,下行,-32812,-2818,-2818_0 -2818_1,:-32812_0_0 :-32812_0_1,,,,,"【交通事故首报】2025/9/10 15:23:07,接汪燕莎报：京昆高速绵广段广元至绵阳方向K1613+000发生一起两车追尾事故事故，占用第一车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。",
